0,母,0,テーブルを囲んで座る,1
0,父,0,テーブルを囲んで座る,2
0,娘,0,テーブルを囲んで座る,3
1,母,マリちゃん、誕生日おめでとう！ ,拍手,1
2,娘,ありがとう。ケーキにろうそくなんて少し恥ずかしいよ・・・ ,0,3
3,父,目に焼き付けておけ。 最後になるかもしれないんだから・・・,0,2
4,娘,・・・えっ、父さん何を言ってるの？ ,0,3
5,母,ねぇ、マリちゃん・・・。ハタチになる事だし、一人暮らしでも始めたら？ ,0,1
6,娘,な、何よ急に・・。私はこの家に毎日帰るのが幸せなの！,立ち上がる,3
7,母,ガスが止まっても、水道が止まっても・・・・・それでも帰ってくる？ ,0,1
8,娘,えっ・・・父さん、まさか・・・。 ,0,3
9,父,なあに、ちょっと早めに、ちょっと不本意に退職させられただけだ。 ,0,2
10,娘,バレバレだよ！変な区切り方すんなよ！ ,0,3
11,母,ローソクがきれいね。 ,0,1
12,父,目に焼き付けておけ。 ,0,2
13,娘,現実逃避！？もう！ひっぱたくよ！,手を振り上げる,3
14,父,ほ、本当にすまない。だが３人で生活する金などすぐに消えてしまいそうなんだ。,0,2
15,母,３ヶ月滞納してるものね・・・。 ,0,1
16,娘,・・・こんなウチじゃなかったのに・・・。,0,3
17,父,そう落ち込むな！母さん、今日のメインディッシュは何かな？最後だから豪勢に行こう！ ,0,2
18,母,分かってますよ。ポチ！ポチ〜！,犬を呼び寄せる,1
19,父,よぉ〜し、よしよしよしよしよし・・・！,犬を撫で回す,2
20,娘,・・・ポチ？,0,3
21,父,・・・どう思う、母さん？,0,2
22,父,0,手を振る,2
23,母,うーん、まだ痩せてるわね。,0,1
24,娘,食べる気だったの？！こ、怖いよこのウチぃーッ！！,出て行く,3
25,母,・・・行ってしまいましたね。,出て行った方をうかがう,1
26,父,まったく、小芝居にえらく力を使ってしまったな。クタクタだよ。,両手を広げて肩をすくめる,2
27,母,明日もお仕事頑張ってね！,ワインをグラスに注ぐ,1
28,父,もちろんさ！カンパイ！,グラスをもってカンパイ,2
29,母,0,グラスをもってカンパイ,1
30,母,お父さん、冷蔵庫にキャビアが冷えてますよ。,冷蔵庫に取りに行く,1
31,父,ああ、もらおうか,0,2
32,娘,0,扉をあけて入ってくる,3
33,娘,ふ〜〜ん、家計がそおぉ〜んなに危ないなんて、知らなかったわー。,0,3
34,父,マッ、マリちゃん！,0,2
34,母,マッ、マリちゃん！,0,1
35,娘,よく分かったわよ！こんなウチ、出て行くわ！,0,3
36,母,そ・・・・そお・・・？ ,0,1
37,父,さ、淋しく、なるなあ。それは・・・・。 ,0,2
38,娘,めでたいんだから美味しい物食べなきゃね？ポチー！おいでー！,犬を呼び寄せる,3
39,父,いやー！,0,2
39,母,いやー！,0,1
