0,かずき,0,座っている,1
0,こうへい,0,座っている,2
0,りょう,0,外にいる,3
1,かずき,りょう遅いな,0,1
2,こうへい,まあ忙しいんじゃない,0,2
3,かずき,かもな。ところでさ、おれの元カノの話なんだけどさ,0,1
4,こうへい,あれ、この前付き合ったんじゃなかったっけ？もう別れたの？,0,2
5,かずき,そうそう、この前の飲み会がきっかけで付き合ったけど、結局そいつとはうまくいかなくてさ、すぐ別れちゃったのね。で、後で知ったんだけど、その女実は、、、レズだったの,0,1
6,こうへい,は？はあ？え？うそ？まじで？,0,2
7,かずき,それおれ結構ショックだったんだよね,0,1
8,こうへい,お気の毒に。。。コーヒー飲む？可哀想なこうへいくんにぼくが奢ってあげるよ,立ち上がる,2
9,かずき,ありがとう、いやーなかなか立ち直れないよ,0,1
10,こうへい,そーだよな。とりあえず買ってくるね,外に。一時退場,2
11,りょう,ごめんお待たせ,登場,3
12,かずき,おう遅かったな,0,1
13,りょう,いやー道が混んでてさ。ああ疲れた。,椅子に座る,3
14,こうへい,お待たせ、おお、りょう来てたんだ,0,2
15,りょう,いや、悪いな遅れて。,0,3
16,かずき,そういえば、りょうお前この前の飲み会でいい感じになってた女の子いたじゃん、隣だった子。,0,1
17,りょう,ああー、いやでも結局連絡先交換しただけだったよ,0,3
18,こうへい,え、その飲み会りょうも行ってたのか,0,2
19,りょう,あれ、こうへいもいたじゃんそのとき,0,3
20,こうへい,うそ！全然覚えてない,0,2
21,かずき,まあ、あんときかずき酔っ払ってたからな,0,1
22,こうへい,え、そうだっけ？,首をかしげる,2
23,りょう,いやあのな、この間一回だけ二人で出かけたんだけどさ、なんていうかなあ、ほかに男でもいるんじゃないかって思っちゃったんだよな,0,3
24,かずき,え、なんでなんで？,0,1
25,りょう,なんか二人でいるときもずっと携帯気にしてたりさ、最初に会ったときはそんな感じじゃないと思ってたんだけどさ、妙にそわそわしてるっていうかなぁ,0,3
26,こうへい,え、その子可愛いの？,0,2
27,りょう,いやお前も居酒屋で会っただろ,0,3
28,こうへい,全然覚えてないんだわ、その飲み会自体も,0,2
29,かずき,写真とかある？,0,1
30,りょう,ああ一応あるよ、ちょっと待ってな、この子。,携帯を見せる,3
31,こうへい,。。。おれの妹だ,0,2
32,かずき,えええええええー！！！,0,1
32,りょう,えええええええー！！！,0,3
33,こうへい,いや本当に。おれの妹だよ本当に。え、ちょっと待って、なんでおれ飲み会のこと覚えてないの？,0,2
34,かずき,はい？,0,1
35,こうへい,なんで自分の妹が来てた飲み会覚えてないの？,0,2
36,りょう,ああ！思い出した！こうへい誘ってないわ！,0,3
37,かずき,ああ、そうだった、こうへいいなかったわ！,0,1
38,こうへい,えええ！まさか二人して勘違いしてるとはな。,0,2
39,りょう,まあ、とにかくあの時の飲み会にこうへいは来てなかった。そしてその時に会った女が実はこうへいの妹だった,0,3
40,こうへい,すげえ偶然だな,0,2
41,りょう,うん。でまあ話を戻すんだけど、それで実は他に男がいるんじゃないかって思って、それで俺な、聞いてみたんだよ。それ他の男からの連絡でも待ってるのかって。,0,3
42,かずき,おお、お前すげえな、聞いたんだ,0,1
43,りょう,そしたらさあ、いや違う、ただの女友達だって言ってきて、で頼んでもないのに二人で撮った写真とかすげえ送ってきたんだよ。ああ、これとか,携帯を見せる,3
44,かずき,。。。元カノだ。,0,1
45,こうへい,えええええええー！！！,0,2
45,りょう,えええええええー！！！,0,3
46,かずき,いやマジでマジで、この友達俺の元カノだよ。,0,1
47,こうへい,え、待って、ちょっと待って、お前の元カノって、・・レズなんだろ。,0,2
48,りょう,え！そうなの！他に男いると思ってたのに女かよー,0,3
49,こうへい,・・ん、え！ちょっとちょっと待ってよ、てことはさあ、俺の妹って・・レズなの？,0,2
50,かずき,そうかもな,0,1
51,こうへい,すごいタイミングでカミングアウトきたよお！,立ち上がる,2
